Name,Topic,Voice Line
Arataki Itto,Least Favorite Food,"Uh, well I am an oni! So there's nothing I hate more than beans. Soybeans, Mung Beans, whatever, I hate 'em all. Just touching one is enough to set off my allergies, let alone eating them. We have to get people to resist this constant urge to throw beans everywhere!"
Arataki Itto,Receiving a Gift: I,"Hahahahahahahaha! Mm, mm, mm! I haven't eaten somethin' this good in three whole years!"
Arataki Itto,Receiving a Gift: II,"Fine! I'll let you treat me to a meal today, but know that the Arataki Gang always pays its debts."
Arataki Itto,Receiving a Gift: III,"Hey, are you sure you ain't trying to poison me!? Ah!"
Arataki Itto,Birthday,"Today's an important day. I had to send the gang away, otherwise they'd be accusing me of favoritism. Here, take a look at this. I got you the greatest birthday gift combo ever! One top-grade Onikabuto — I'll have you know it took me three whole days and nights to catch this bad boy — one out-of-print collectible trading card that took me 300 rounds to get my hands on, and finally, a birthday song performance performed personally by yours truly! Happy Birthday to you, Happy Birthday to you, Happy Biiiirthday dear Traveler, Happy Birthday to youuuu!"
Arataki Itto,Feelings About Ascension: Intro Ascension Phase 1,"Now that's what I'm talking about, baby! Woo-haha! Better look out, I'm way stronger now!"
Arataki Itto,Feelings About Ascension: Building Up Ascension Phase 2,"Ah yeah, this is gonna do wonders for my win ratio!"
Arataki Itto,Feelings About Ascension: Climax Ascension Phase 4,"Feel the power, baby! Wanna see me smash a boulder?"
Arataki Itto,Feelings About Ascension: Conclusion Ascension Phase 6,"I think ""Numero Uno"" just went from nickname to reality, boom! Haha! Hey, but just because I made it to the top doesn't mean I'm gonna forget all the things you've done for me, okay? I've still got your back, anytime, anywhere."
Barbara,Hello,"Tada! *giggles* Barbara is here~ Leave the healing to me, I will not disappoint you!"
Barbara,Chat: Sleepiness,*yawn* All this standing around is making me so sleepy...
Barbara,Chat: Encouragement,"Everyone is working super hard, we should be too!"
Barbara,Chat: Keeping One Refreshed,"Are you tired? Try my new spicy energy drink, I'm sure it'll wake you up!"
Barbara,When It Rains,"Don't stay out in the rain for too long, you'll catch a cold!"
Barbara,When Thunder Strikes,Whoa!
Barbara,When It Snows,"Ooh, snowflakes! Look at them dance!"
Barbara,When the Sun Is Out,This weather is so amazing! I could burst into song.
Barbara,When the Wind Is Blowing,Don't worry! I will not... be blown away!
Barbara,Good Morning,Morning~ Let's do our best today.
Barbara,Good Afternoon,"Oh? You want to hear me sing...? Sorry, the show is... It hasn't started yet."
Barbara,Good Evening,"I really want to eat some spicy squid at Good Hunter... but my stomach, er... Never mind..."
Barbara,Good Night,We had a great day today! Get some rest.
Barbara,About Barbara,"""To the wind that guides me: When I'm exhausted, bless me with the strength to keep going forward. When I'm uncertain, bless me with the wisdom to distinguish good from evil. When I suffer from injustice, bless me with the courage to fight back..."" ...Oops, my apologies, I was just doing my prayers. *giggles* You need something?"
Barbara,About Us: Hopes,"My dream is to bring a smile to the faces of all the people in my life! As long as I can help you on your journey, I'm happy~"
Barbara,About Us: Dreams Friendship Lv. 6,"Thank you for being with me for all this time, I can feel that I'm getting closer to my dream. Hope we can keep this up in the future~!"
Barbara,About the Vision Friendship Lv. 4,Everyone has their own desires. To bring together and fulfill those desires and make everyone happy — this is the purpose my Archon has bestowed upon me.
Barbara,Something to Share,"I could never get bored of the breathtakingly beautiful nature that surrounds Mondstadt. I've heard that there are blue trees that exist by the sea shore near Inazuma City. I just need to save up a little more, and... What's that? You want to know what I'm saving up for? *chuckles* That's my little secret."
Barbara,Interesting Things,"Sunflowers always face the sun. They're so bright. In fact, my mother sent me a sunflower-style dress... I wonder when I'll finally get to wear it on stage?"
Barbara,About Jean Friendship Lv. 4,Acting Grand Master... Leader of the Knights of Favonius... Everyone seems to like her a lot. Oh? Me? I... Of course I have nothing but admiration for her!
Barbara,About Lisa Friendship Lv. 4,"I always take good care of Lisa. If she ever wants to become a star, she'll have my unconditional support, I'll cheer at the top of my lungs until my voice goes hoarse... Hmm, that might scare off her other fans though..."
Barbara,About Amber Friendship Lv. 4,I've seen Amber rushing out of Mondstadt on a mission countless times. Being an Outrider doesn't look easy.
Barbara,About Diluc Friendship Lv. 4,"Oh, Master Diluc? Last time, when I was performing at Angel's Share, he kept frowning... Maybe he doesn't like my singing?"
Barbara,About Venti Friendship Lv. 4,Venti's voice is amazing! But the songs he sings and the ones I'm good at are very different. I tried to learn them but... the melodies are just so complicated.
Barbara,About Bennett Friendship Lv. 4,"Bennett always comes to the Cathedral covered in scrapes and bruises... Though it clearly never bothers him a bit, given the big grin he always has on his face. He really should take better care of himself."
Barbara,About Varka Friendship Lv. 4,"My father left on the expedition with Grand Master Varka... I hope they are okay. Oh, what am I worried about? The Grand Master is none other than the Knight of Boreas, of course they will be fine! Still, I will be sure to pray for their safe return."
Barbara,About Rosaria Friendship Lv. 4,"Sister Rosaria is hard to get to know, especially given she never joins in on prayers, but... Oh, I'm sure she believes in the Anemo Archon! Although, I still don't really have the courage to try to talk to her..."
Barbara,About Noelle Friendship Lv. 4,"Noelle is just the cutest! She's so kind and patient, you just feel totally relaxed when you're around her. ...Oh yeah, and she makes the tastiest snacks! Best part is, they're also healthy. Tee-hee!"
Barbara,More About Barbara: I,"Knights look so cool when they swing their sword in combat! Don't you think so? I tried using a sword before but... *sigh* Uh, let's just say I have zero talent with a sword."
Barbara,More About Barbara: II Friendship Lv. 3,"I want to heal everyone. This simple thought was all the motivation I needed to become a Deaconess. As long as I'm able to help everyone, I'll be content."
Barbara,More About Barbara: III Friendship Lv. 4,"Being an idol, I learned from Alice that ""A true idol should always try to heal the soul of the people..."" Yes, I completely agree."
Barbara,More About Barbara: IV Friendship Lv. 5,I'm doing my best everyday... I hope my efforts earn the trust of the people of Mondstadt.
Barbara,More About Barbara: V Friendship Lv. 6,"Every time I get on stage I always start to doubt myself — can I really heal every person in Mondstadt? But I look at you now, and I feel that as long as we keep marching forward, maybe one day I might just— Huh? I've already healed you? Well, one's not enough! I've already healed a lot of people? I suppose..."
Barbara,Barbara's Hobbies,The smiles on the faces of the people I've helped keeps me going.
Barbara,Barbara's Troubles,"My companions keep getting injured, but I'm unable to share the burden of their pain. The only thing I can do is my absolute very best to heal their wounds! I'll make sure that everyone is healthy."
Barbara,Favorite Food,"Do you like spicy dried fish? I have two in my bag. Here, have one!"
Barbara,Least Favorite Food,"I don't like anything bitter, especially... ugh, bitter gourd."
Barbara,Receiving a Gift: I,It's a rare pleasure to eat food that suits my tastes so well. Today is a blessed day!
Barbara,Receiving a Gift: II,"Thank you for cooking these for me. This time around, you are the one healing me!"
Barbara,Receiving a Gift: III,"Oh, uh, oh dear..."
Barbara,Birthday,"Here you go! This is the gift I got for your birthday, along with my exclusive autograph! Hehe, when my next song comes out, I'll make sure you're the first one to hear it! Happy birthday!"
Barbara,Feelings About Ascension: Intro Ascension Phase 1,"A dance from Barbara, to bring you more healing!"
