content,score
optimize asia server,5
"Untuk developer yang terhormat, Saya memiliki keluhan mengenai moonchase event ini, Cerita dan cutscene didalamnya sangat menarik dan bagus, tapi itu bukan berarti kalian bisa seenaknya menjatuhkan harapan player dgn mengganti deskripsi item moonlight talisman seenaknya. Penjelasan npc diawal juga bilang kita bisa menukarnya dgn berbagai hadiah. Kalian sudah berulangkali menyelenggarakan event seperti ini dan semuanya memuaskan, jadi kenapa?",4
"Playing for 2 years++, all I can say is the game was really good and will be better if you play through the story, lores, dialogues and scenery of the places. Top up not required but it's up to you, I love this game if there's 6 stars I'll rate it 7.",5
PLEASE FIX DEHYA'S KIT,3
its a copy of breath of the wild a actually good game,1
Love it,5
I really like it so far,5
Its was fun to play that game i really like lumine she was my fav one i really loved this game we can fly and swim or meet some friends in that game,5
All goods,5
I like this is game is good and cool and I love it are game is fun,5
"Great since last time, could do well with more rewards but im having fun.",4
Good,5
GIVE JUSTICE TO DEHYA #FIXDEHYA #BUFFDEHYA‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️,1
Cool,5
Can't download 😥,1
It's a good game overal the game play the music the sound effects the story line the characters all good just the storage (22+GB)on phone (70+GB on laptop/computer/pc) I honestly recommend you to play on a newer phone I played on a phone that launched during 2018 and it kept overheating and crashing. however when I played on a new phone it overheated a bit and as you progress the game slowly gets laggyer.,5
Love the game but would like controller support for the backbone on android thanks,5
Controller support please for backbone!,4
"Dialogue, dialogue and you know what. Yes, more dialogue.",1
Best game I ever played,5
What a game!!,5
The game is too large. And doesn't have support to be moved to external SD card.,1
"It's a great game, but you need A LOT of space for it. 25 total gb of space",5
Best Android open world game I'm ever played. Thank you so much for this💝✨,5
10 gb çöp yer israfı sadece,5
Amazing I love the game it has so mush design in it,5
Bro I deleted all of my apps including the important ones and my pictures I can never get back and it still said my storage was full and that I could not play until it was empty,1
Nice,5
The game is amazing to play but when you just want to take a break from the game like 3 days it starts over and you lose all progress in the game that sucks and a total waste of time...,1
I love it,5
Tgc tolol dadu gak pernah dikasih elem yang dicari,1
99999999999/10 it is awesome I love the game if u need action calm or challenging this is the game it is awsome!!,5
"This game has some very good things in it, like the art, world, and music. However, the devs constantly make very questionable decisions that actively go against player wishes. The newest character has a top tier design with a lot of fans. However, the reveal of her abilities and her showcase puts her in the bottom tier of all characters in playability. Players are begging Mihoyo to revisit her kit and give her some buffs, but they ignore this. Please fix your characters Mihoyo.",2
"Recently I started having problem in the game as it constantly crashing, please help",2
Fun af,5
DILUC IS ON TOP,5
"An amazing game experience,so many things to explore,i haven't had this much fun since a long time!!",5
"revive La Signora. Mihoyo Just doesn't care about players. even simple things like fixing extremely bright plain white loading screen that burned our eyes more than it did to phones AMOLED screens. fortunately I developed a habit of swiping down notification bar to cover loading screen whenever I teleport or enter a domain. I know how you will respond to this Mihoyo. so there's no need to break your keyboard keys( i.e CTRL, C, V).",1
"Worst gameplay experience ever. The game always disconnects from the server when I initiate Quests or confront obstacles, and then I have to restart the whole quest from the beginning. It's such a waste of time for a great game with good graphics and storyline.",1
Very good open world / story game Highly recommended!!! :D,5
Chưa biết chơi cái gì,5
"This game is incredible. High quality graphics for a 3d mobile game I must say. Very interesting story, awesome characters and Intriguing character lore. A solid gacha system. Once you figure it out its relatively manageable. Solid in-game currency. Very much obtainable. The fights can be extremely challenging at times. Overall this game lives up to the hype.",5
"It says I need more storage space. I have 8.14GB of free space. How much space does this game need to let me play it? Those options were definitely not given. Once downloaded, it wanted me to download even more after hitting start, and said there wasn't enough space, and to make sure and try again. Same thing over and over. I really want to play, but I think your game is too big for my phone.",1
J j,2
"I LOVE THIS GAME !! it is very funny and all of the characters are very interesting, Exploring and all the quests are also really fun !! I kind of got into an addiction of this game- The only problem I have is that it's kind of hard getting the characters I want but it's really fun grinding, sometimes- But I really recommend it definitely helps me with my anxiety and depression !!",5
